time_ps,msd_total_A2,msd_total_std_A2,msd_x_A2,msd_y_A2,msd_z_A2
2.645000000000000000e+03,1.000491222384104731e+04,7.976441748935444593e+03,2.174629216967898174e+03,4.963166511177734719e+03,2.867116495695413505e+03
2.646000000000000000e+03,1.000821638673741290e+04,7.979758891817590666e+03,2.174994902488148000e+03,4.965336363489989708e+03,2.867885120759274287e+03
2.647000000000000000e+03,1.001160203836771325e+04,7.983143843180431759e+03,2.175405477680189961e+03,4.967513422532612822e+03,2.868683138154912740e+03
2.648000000000000000e+03,1.001493065888066849e+04,7.986546163204901859e+03,2.175828840160994332e+03,4.969605907304735410e+03,2.869495911414939201e+03
2.649000000000000000e+03,1.001831268486813133e+04,7.989962439329307927e+03,2.176271355122623390e+03,4.971643348334576331e+03,2.870397981410934790e+03
2.650000000000000000e+03,1.002170369314376512e+04,7.993379786498350768e+03,2.176707215130315035e+03,4.973637876612074251e+03,2.871358601401375836e+03
2.651000000000000000e+03,1.002499159490470083e+04,7.996780180569938238e+03,2.177104606910001621e+03,4.975599937651365508e+03,2.872287050343331885e+03
2.652000000000000000e+03,1.002817265361539103e+04,8.000172412209009053e+03,2.177489965809379100e+03,4.977512824809251470e+03,2.873169862996761367e+03
2.653000000000000000e+03,1.003134244808672520e+04,8.003606781032359322e+03,2.177868586021963893e+03,4.979417354459796115e+03,2.874056507604967010e+03
2.654000000000000000e+03,1.003456750774043394e+04,8.007117487247497593e+03,2.178258893486016404e+03,4.981366282455001965e+03,2.874942331799414660e+03
2.655000000000000000e+03,1.003791727804687980e+04,8.010691249941918613e+03,2.178642066840036023e+03,4.983383040410159083e+03,2.875892170796687424e+03
2.656000000000000000e+03,1.004130324703717088e+04,8.014284195458165414e+03,2.179014416451529996e+03,4.985432439631449597e+03,2.876856390954190829e+03
2.657000000000000000e+03,1.004463698649048820e+04,8.017887029216584779e+03,2.179355934938406790e+03,4.987507052068726807e+03,2.877773999483356420e+03
2.658000000000000000e+03,1.004787625590521020e+04,8.021437078048552394e+03,2.179652806391445665e+03,4.989600544848524805e+03,2.878622904665242459e+03
2.659000000000000000e+03,1.005106808001960962e+04,8.024933204199281136e+03,2.179924368562049040e+03,4.991678783995906997e+03,2.879464927461654497e+03
2.660000000000000000e+03,1.005422259693451997e+04,8.028385386763872702e+03,2.180191264123972815e+03,4.993739567247016566e+03,2.880291765563526496e+03
2.661000000000000000e+03,1.005740622144231929e+04,8.031825741951040072e+03,2.180503399856546366e+03,4.995755830975224853e+03,2.881146990610546254e+03
2.662000000000000000e+03,1.006067703535801047e+04,8.035334641171877593e+03,2.180854476875200817e+03,4.997820665585806637e+03,2.882001892897004836e+03
2.663000000000000000e+03,1.006406792734562987e+04,8.038951977490291938e+03,2.181225319764751021e+03,4.999915878301639168e+03,2.882926729279237406e+03
2.664000000000000000e+03,1.006751248319699880e+04,8.042633139026619574e+03,2.181631424082056583e+03,5.002032894745457270e+03,2.883848164369482674e+03
2.665000000000000000e+03,1.007101377816121931e+04,8.046339722009600337e+03,2.182072670608467888e+03,5.004191161799335532e+03,2.884749945753413158e+03
2.666000000000000000e+03,1.007457427471398842e+04,8.050100503192861652e+03,2.182521878683477098e+03,5.006387873895617304e+03,2.885664522134896743e+03
2.667000000000000000e+03,1.007815951747694817e+04,8.053883343883118869e+03,2.182924658312570955e+03,5.008619742302171289e+03,2.886615116862203649e+03
2.668000000000000000e+03,1.008175346291739334e+04,8.057657860480118870e+03,2.183272157393067573e+03,5.010915401435206149e+03,2.887565904089117794e+03
2.669000000000000000e+03,1.008532761000052960e+04,8.061385182797547714e+03,2.183618260611534879e+03,5.013255962350899608e+03,2.888453387038097389e+03
2.670000000000000000e+03,1.008879299580232146e+04,8.065087487471700115e+03,2.183925440647081359e+03,5.015530213487358196e+03,2.889337341667883265e+03
2.671000000000000000e+03,1.009214970398341211e+04,8.068799839786217490e+03,2.184183179694303817e+03,5.017765891631201157e+03,2.890200632657908955e+03
2.672000000000000000e+03,1.009544254423154780e+04,8.072513751967003373e+03,2.184446539991756254e+03,5.019974705660561085e+03,2.891021298579232280e+03
2.673000000000000000e+03,1.009874477257793114e+04,8.076234724831623680e+03,2.184756024898809301e+03,5.022133160213217707e+03,2.891855587465902317e+03
2.674000000000000000e+03,1.010207728082260110e+04,8.080006513160041322e+03,2.185095632376151116e+03,5.024281463123691537e+03,2.892700185322759353e+03
2.675000000000000000e+03,1.010534278228025869e+04,8.083768162187287999e+03,2.185424249168750066e+03,5.026417542260893242e+03,2.893500990850617200e+03
2.676000000000000000e+03,1.010857749681654605e+04,8.087510435156109452e+03,2.185713501408157754e+03,5.028557433581846453e+03,2.894306561826543202e+03
2.677000000000000000e+03,1.011183760974566394e+04,8.091311534959601886e+03,2.186005368454939799e+03,5.030714162387946999e+03,2.895118078902775324e+03
2.678000000000000000e+03,1.011511415784808378e+04,8.095118355785864878e+03,2.186343845218298611e+03,5.032877294783462276e+03,2.895893017846322437e+03
2.679000000000000000e+03,1.011834620313175947e+04,8.098902760835168920e+03,2.186698317267697803e+03,5.034993353470186776e+03,2.896654532393872614e+03
2.680000000000000000e+03,1.012162829570430040e+04,8.102617831366485916e+03,2.187056687549871640e+03,5.037129747623419462e+03,2.897441860531011116e+03
2.681000000000000000e+03,1.012487699984095343e+04,8.106290092120882036e+03,2.187412578378608032e+03,5.039249980407301337e+03,2.898214441055044063e+03
2.682000000000000000e+03,1.012809636458179193e+04,8.109911498172145912e+03,2.187768712558011430e+03,5.041347856148779101e+03,2.898979795875003674e+03
2.683000000000000000e+03,1.013136886173968924e+04,8.113513305685616615e+03,2.188141146359183494e+03,5.043474071382443981e+03,2.899753643998060397e+03
2.684000000000000000e+03,1.013468133054265672e+04,8.117046363802151063e+03,2.188520134528590461e+03,5.045592226855367699e+03,2.900568969158697655e+03
2.685000000000000000e+03,1.013792411291754433e+04,8.120509394959434758e+03,2.188905722883988801e+03,5.047604876110604891e+03,2.901413513922951552e+03
2.686000000000000000e+03,1.014111342331201013e+04,8.124016313622444613e+03,2.189272301593738121e+03,5.049541584984454857e+03,2.902299536733817149e+03
2.687000000000000000e+03,1.014435678823314447e+04,8.127542593048646268e+03,2.189625212462892705e+03,5.051485756050855343e+03,2.903245819719395513e+03
2.688000000000000000e+03,1.014762997089707278e+04,8.131077320905115812e+03,2.189931061463686547e+03,5.053479918639958669e+03,2.904218990793427110e+03
2.689000000000000000e+03,1.015096340513683936e+04,8.134662754611425953e+03,2.190221403583935171e+03,5.055547087510335587e+03,2.905194914042569053e+03
2.690000000000000000e+03,1.015429870983308865e+04,8.138259969548672416e+03,2.190513719388625759e+03,5.057586557229127720e+03,2.906198433215338355e+03
2.691000000000000000e+03,1.015755805997547759e+04,8.141757199323843452e+03,2.190818936254183882e+03,5.059557773414240728e+03,2.907181350307052526e+03
2.692000000000000000e+03,1.016078369800238397e+04,8.145179338032935448e+03,2.191186122383402108e+03,5.061506383121542967e+03,2.908091192497439806e+03
2.693000000000000000e+03,1.016390354228535398e+04,8.148488737664390101e+03,2.191574093592287227e+03,5.063420890775867520e+03,2.908908557917201506e+03
2.694000000000000000e+03,1.016697201110845890e+04,8.151777550129912925e+03,2.191931378384309482e+03,5.065338268280880584e+03,2.909702364443267470e+03
2.695000000000000000e+03,1.016998731310611402e+04,8.155079968533713327e+03,2.192282947076527307e+03,5.067182561339192944e+03,2.910521804690393310e+03
2.696000000000000000e+03,1.017311023291980382e+04,8.158500616501698460e+03,2.192649111488682138e+03,5.069071898218770002e+03,2.911389223212349862e+03
2.697000000000000000e+03,1.017634488010117821e+04,8.161974028068911139e+03,2.193025269852733345e+03,5.071018635027924574e+03,2.912300975220517557e+03
2.698000000000000000e+03,1.017956178975084913e+04,8.165486183826946217e+03,2.193440287373347019e+03,5.072958155695086134e+03,2.913163346682415522e+03
2.699000000000000000e+03,1.018275160685341325e+04,8.169008819239509648e+03,2.193846188577016619e+03,5.074871204429933641e+03,2.914034213846463899e+03
2.700000000000000000e+03,1.018595859529979134e+04,8.172562813827031277e+03,2.194252369129412727e+03,5.076771950087264486e+03,2.914934276083112309e+03
2.701000000000000000e+03,1.018916940208182677e+04,8.176103075431816251e+03,2.194656986047541523e+03,5.078668149195947990e+03,2.915844266838338626e+03
2.702000000000000000e+03,1.019235739328414093e+04,8.179636567159367587e+03,2.195044807248148118e+03,5.080537116063635949e+03,2.916775469972355495e+03
2.703000000000000000e+03,1.019551232362053815e+04,8.183142530949086904e+03,2.195386678641382787e+03,5.082424247255081355e+03,2.917701397724075377e+03
2.704000000000000000e+03,1.019861849240371521e+04,8.186568888510872057e+03,2.195721407213099610e+03,5.084327022334169669e+03,2.918570062856445020e+03
2.705000000000000000e+03,1.020175786416529991e+04,8.190009854499521680e+03,2.196101723693128406e+03,5.086242955416681070e+03,2.919413185055491340e+03
2.706000000000000000e+03,1.020491322363911422e+04,8.193446201128781468e+03,2.196514899610945122e+03,5.088155973906561485e+03,2.920242350121606250e+03
2.707000000000000000e+03,1.020802355280474512e+04,8.196892931953136213e+03,2.196907965588470233e+03,5.090065348417165296e+03,2.921050238799106864e+03
2.708000000000000000e+03,1.021112400744374281e+04,8.200352402603246446e+03,2.197326929961531278e+03,5.091958390883295579e+03,2.921838686598918684e+03
2.709000000000000000e+03,1.021411845052754143e+04,8.203700452687480720e+03,2.197679278851213894e+03,5.093788700795592376e+03,2.922650470880734247e+03
2.710000000000000000e+03,1.021707048225432845e+04,8.207030933531435949e+03,2.198026596664748013e+03,5.095574176441890813e+03,2.923469709147687354e+03
2.711000000000000000e+03,1.022005686628525291e+04,8.210423557373622316e+03,2.198425062978155438e+03,5.097304763734927292e+03,2.924327039572169269e+03
2.712000000000000000e+03,1.022312552977095402e+04,8.213888632228765346e+03,2.198874171134913922e+03,5.099013853379869943e+03,2.925237505256168788e+03
2.713000000000000000e+03,1.022619101752985989e+04,8.217310875649485752e+03,2.199343927425788024e+03,5.100652251718961452e+03,2.926194838385111325e+03
2.714000000000000000e+03,1.022917845514923829e+04,8.220688596704974771e+03,2.199792951344607900e+03,5.102213398169114953e+03,2.927172105635515436e+03
2.715000000000000000e+03,1.023214059836018532e+04,8.224065687922580764e+03,2.200216680464275669e+03,5.103766331171346792e+03,2.928157586724561952e+03
2.716000000000000000e+03,1.023506471279719153e+04,8.227435201605276234e+03,2.200542358750607491e+03,5.105387467536660552e+03,2.929134886509924854e+03
2.717000000000000000e+03,1.023801178379186422e+04,8.230744902397456826e+03,2.200829401599365610e+03,5.107036836745997789e+03,2.930145545446499909e+03
2.718000000000000000e+03,1.024104907607178939e+04,8.234063863129274978e+03,2.201135540607758230e+03,5.108687494552859789e+03,2.931226040911171367e+03
2.719000000000000000e+03,1.024420416837480843e+04,8.237481954465209128e+03,2.201460175205774703e+03,5.110391484645580022e+03,2.932352508523451888e+03
2.720000000000000000e+03,1.024738219519994163e+04,8.240923614945857480e+03,2.201825180385683325e+03,5.112080407964041115e+03,2.933476606850218104e+03
2.721000000000000000e+03,1.025051141061952148e+04,8.244302790527966863e+03,2.202197938411316500e+03,5.113739941826292124e+03,2.934573530381914679e+03
2.722000000000000000e+03,1.025355549462169438e+04,8.247579115119109701e+03,2.202571539963691066e+03,5.115408778207767682e+03,2.935575176450234267e+03
2.723000000000000000e+03,1.025656353369041426e+04,8.250836012843812568e+03,2.202928680956167682e+03,5.117046653571006573e+03,2.936588199163242280e+03
2.724000000000000000e+03,1.025961101869637423e+04,8.254125369769353711e+03,2.203290395481521955e+03,5.118679545902949940e+03,2.937641077311901427e+03
2.725000000000000000e+03,1.026276118105062415e+04,8.257444898004503557e+03,2.203663149992923536e+03,5.120338224888665536e+03,2.938759806169034164e+03
2.726000000000000000e+03,1.026584634377982184e+04,8.260693816672119283e+03,2.204036824917675858e+03,5.121926993944232890e+03,2.939882524917913997e+03
2.727000000000000000e+03,1.026892627310775970e+04,8.264049259389543295e+03,2.204374964897597238e+03,5.123535134619427481e+03,2.941016173590735889e+03
2.728000000000000000e+03,1.027204516120160770e+04,8.267477202692020001e+03,2.204727084579550137e+03,5.125194978478039047e+03,2.942123098144022151e+03
2.729000000000000000e+03,1.027514320221040725e+04,8.270896109002307639e+03,2.205051502429098036e+03,5.126862085439055591e+03,2.943229614342253626e+03
2.730000000000000000e+03,1.027811336170159484e+04,8.274233843448078915e+03,2.205310274589654455e+03,5.128466640117648240e+03,2.944336446994294420e+03
2.731000000000000000e+03,1.028101532578422120e+04,8.277621730112216028e+03,2.205509421114956240e+03,5.130074366108467984e+03,2.945431538560796071e+03
2.732000000000000000e+03,1.028392199599543528e+04,8.281047266622612369e+03,2.205677743768057098e+03,5.131689847657461542e+03,2.946554404569915732e+03
2.733000000000000000e+03,1.028683463980503075e+04,8.284448605646966826e+03,2.205868344409459041e+03,5.133315104385732411e+03,2.947651191009842023e+03
2.734000000000000000e+03,1.028974601145905399e+04,8.287829711558219060e+03,2.206056210032603758e+03,5.134971739543113472e+03,2.948718061883334940e+03
2.735000000000000000e+03,1.029263888876988494e+04,8.291178948298515024e+03,2.206212369383296846e+03,5.136620883438214150e+03,2.949805635948373492e+03
2.736000000000000000e+03,1.029548570256571838e+04,8.294521185022987993e+03,2.206351993554627370e+03,5.138211749908777165e+03,2.950921959102314759e+03
2.737000000000000000e+03,1.029839085093315589e+04,8.297921098173992505e+03,2.206473451130498688e+03,5.139827405460441696e+03,2.952089994342213686e+03
2.738000000000000000e+03,1.030132648467056060e+04,8.301457951662845517e+03,2.206601901949533840e+03,5.141488704626734034e+03,2.953235878094289092e+03
2.739000000000000000e+03,1.030434926293067292e+04,8.305143877525117205e+03,2.206759807179942527e+03,5.143232102975834096e+03,2.954357352774898118e+03
2.740000000000000000e+03,1.030735597123234766e+04,8.308863181187482041e+03,2.206960453861641327e+03,5.144963463330044760e+03,2.955432054040661569e+03
2.741000000000000000e+03,1.031036939037690354e+04,8.312540246196867884e+03,2.207167319461492298e+03,5.146686161570437434e+03,2.956515909344968804e+03
2.742000000000000000e+03,1.031340527994629883e+04,8.316234037630400053e+03,2.207371518278998792e+03,5.148440786451060376e+03,2.957592975216239665e+03
2.743000000000000000e+03,1.031644207099783307e+04,8.319997309725333253e+03,2.207571362760530064e+03,5.150231319620550494e+03,2.958639388616752967e+03
2.744000000000000000e+03,1.031956490315422889e+04,8.323836140085692023e+03,2.207797030853192155e+03,5.152060883664832545e+03,2.959706988636203278e+03
2.745000000000000000e+03,1.032277664757534330e+04,8.327687546929906603e+03,2.208107273272522889e+03,5.153931397368742182e+03,2.960737976934076414e+03
2.746000000000000000e+03,1.032600531857765964e+04,8.331453661151077540e+03,2.208481293046996143e+03,5.155821534029035320e+03,2.961702491501626810e+03
2.747000000000000000e+03,1.032923042083002292e+04,8.335201577646059377e+03,2.208896293293757935e+03,5.157680653885770880e+03,2.962653473650493652e+03
2.748000000000000000e+03,1.033249332258463073e+04,8.338970462136514470e+03,2.209273404098300944e+03,5.159552672481387162e+03,2.963667246004940807e+03
2.749000000000000000e+03,1.033570690425514294e+04,8.342795824688446373e+03,2.209598592497330628e+03,5.161407394769626080e+03,2.964700916988185327e+03
2.750000000000000000e+03,1.033877638565850611e+04,8.346546371438576898e+03,2.209865603867636310e+03,5.163219928302720291e+03,2.965690853488149969e+03
2.751000000000000000e+03,1.034170285001002412e+04,8.350177230849876651e+03,2.210087861753635025e+03,5.164951074442532445e+03,2.966663913813859381e+03
2.752000000000000000e+03,1.034458363517110593e+04,8.353772155429145641e+03,2.210310639633982646e+03,5.166653898063448651e+03,2.967619097473674628e+03
2.753000000000000000e+03,1.034744268704330898e+04,8.357273781847334249e+03,2.210497819113273636e+03,5.168357961632403203e+03,2.968586906297631231e+03
2.754000000000000000e+03,1.035033314145453551e+04,8.360731669463522849e+03,2.210660036866044265e+03,5.170095600545939305e+03,2.969577504042551936e+03
2.755000000000000000e+03,1.035314148834861408e+04,8.364116513106753700e+03,2.210797968747219329e+03,5.171784503143031543e+03,2.970559016458364567e+03
2.756000000000000000e+03,1.035589359540997611e+04,8.367437249455539131e+03,2.210941875724711281e+03,5.173435685387002195e+03,2.971516034298261275e+03
2.757000000000000000e+03,1.035866095298163054e+04,8.370771539647183090e+03,2.211047329952273685e+03,5.175121677758594160e+03,2.972491945270763608e+03
2.758000000000000000e+03,1.036142130578795150e+04,8.374167232956073349e+03,2.211166756384112432e+03,5.176799764154101467e+03,2.973454785249738052e+03
2.759000000000000000e+03,1.036430347419202735e+04,8.377682377556080610e+03,2.211360187631988538e+03,5.178513720078274673e+03,2.974429566481766869e+03
2.760000000000000000e+03,1.036725693645826323e+04,8.381237482544333034e+03,2.211588932325679252e+03,5.180213414429447766e+03,2.975454589703134388e+03
2.761000000000000000e+03,1.037026868874647153e+04,8.384789499647818957e+03,2.211817813661725268e+03,5.181928125150891901e+03,2.976522749933856176e+03
2.762000000000000000e+03,1.037330828311343612e+04,8.388283610539439906e+03,2.212042333542438428e+03,5.183681691738441259e+03,2.977584257832555977e+03
2.763000000000000000e+03,1.037641915351271200e+04,8.391763878400888643e+03,2.212272148820618895e+03,5.185487738111304679e+03,2.978659266580787516e+03
2.764000000000000000e+03,1.037947378337986811e+04,8.395149295950064698e+03,2.212466489881594953e+03,5.187301767892826319e+03,2.979705525605449111e+03
2.765000000000000000e+03,1.038246624389975841e+04,8.398465831263500149e+03,2.212630594595810635e+03,5.189081184825774471e+03,2.980754464478176033e+03
2.766000000000000000e+03,1.038539441998026632e+04,8.401733351825085265e+03,2.212788498146102029e+03,5.190821241692999138e+03,2.981784680141166973e+03
2.767000000000000000e+03,1.038834558584661318e+04,8.405093867934694572e+03,2.212977800260524418e+03,5.192549664573668451e+03,2.982818121012419397e+03
2.768000000000000000e+03,1.039131820203319330e+04,8.408527365902151359e+03,2.213160172632290596e+03,5.194269862738618031e+03,2.983888166662285585e+03
2.769000000000000000e+03,1.039435826194068432e+04,8.411980894815573265e+03,2.213369940617687917e+03,5.195978707724446394e+03,2.985009613598547276e+03
2.770000000000000000e+03,1.039746663558957698e+04,8.415451314040448779e+03,2.213565474799476760e+03,5.197713047810673743e+03,2.986188112979426023e+03
2.771000000000000000e+03,1.040062182691925045e+04,8.418904342834161071e+03,2.213792884483006219e+03,5.199468790051731048e+03,2.987360152384514095e+03
2.772000000000000000e+03,1.040381732177955928e+04,8.422387364681722829e+03,2.214007908181531093e+03,5.201258158012127751e+03,2.988551255585898616e+03
2.773000000000000000e+03,1.040699677273855559e+04,8.425805646613282079e+03,2.214204868948353123e+03,5.203006098018683588e+03,2.989785805771521609e+03
2.774000000000000000e+03,1.041018790119489859e+04,8.429265498337848840e+03,2.214401564741589937e+03,5.204730700273243201e+03,2.991055636180065449e+03
2.775000000000000000e+03,1.041336036740751115e+04,8.432713106738587157e+03,2.214637205526459184e+03,5.206434334172529816e+03,2.992288827708520785e+03
2.776000000000000000e+03,1.041655328780931814e+04,8.436177358181581440e+03,2.214904546525275236e+03,5.208114469507494505e+03,2.993534271776549758e+03
2.777000000000000000e+03,1.041970441861673680e+04,8.439608768839265394e+03,2.215145402018668847e+03,5.209773175992095275e+03,2.994785840605972226e+03
2.778000000000000000e+03,1.042281510027149125e+04,8.443032260835871057e+03,2.215359344406476339e+03,5.211427094642082920e+03,2.996028661222934261e+03
2.779000000000000000e+03,1.042582454756802326e+04,8.446466461080040972e+03,2.215556334417012749e+03,5.213052006869371326e+03,2.997216206281640098e+03
2.780000000000000000e+03,1.042878871946754407e+04,8.449932281825929749e+03,2.215779068098002426e+03,5.214630690198307093e+03,2.998378961171234550e+03
2.781000000000000000e+03,1.043180650704848631e+04,8.453459387089349548e+03,2.215989268829657703e+03,5.216240629017227548e+03,2.999576609201602423e+03
2.782000000000000000e+03,1.043491527950781347e+04,8.457023302600888201e+03,2.216185626052490534e+03,5.217918775549596830e+03,3.000810877905725192e+03
2.783000000000000000e+03,1.043802730799193159e+04,8.460591374503846964e+03,2.216394750549058699e+03,5.219607441849466340e+03,3.002025115593407918e+03
2.784000000000000000e+03,1.044117536272389043e+04,8.464157088381469293e+03,2.216635700261916554e+03,5.221296567615407184e+03,3.003243094846563508e+03
2.785000000000000000e+03,1.044437573869416883e+04,8.467750116115430501e+03,2.216882249391602272e+03,5.222986482151766722e+03,3.004507007150800291e+03
2.786000000000000000e+03,1.044756663261401991e+04,8.471360022644132187e+03,2.217119786618705803e+03,5.224705657435064495e+03,3.005741188560251430e+03
2.787000000000000000e+03,1.045074094776388483e+04,8.474985235155285409e+03,2.217379376788475383e+03,5.226493616243011274e+03,3.006867954732397266e+03
2.788000000000000000e+03,1.045399957390523014e+04,8.478710072790674531e+03,2.217662427846506034e+03,5.228318090320479314e+03,3.008019055738245697e+03
2.789000000000000000e+03,1.045729391446660520e+04,8.482401436023676069e+03,2.217978239510687217e+03,5.230133271266743577e+03,3.009182403689177136e+03
2.790000000000000000e+03,1.046053293721671434e+04,8.486005590838984062e+03,2.218307652002456962e+03,5.231915227596840850e+03,3.010310057617417442e+03
2.791000000000000000e+03,1.046376345395477620e+04,8.489592351884681193e+03,2.218663999546513878e+03,5.233693345217371643e+03,3.011406109190889765e+03
2.792000000000000000e+03,1.046697874593333290e+04,8.493188281876295150e+03,2.219003710504052378e+03,5.235425158024491793e+03,3.012549877404788731e+03
2.793000000000000000e+03,1.047025290443427730e+04,8.496864681358356393e+03,2.219360546023619463e+03,5.237124948459192638e+03,3.013767409951466561e+03
2.794000000000000000e+03,1.047361927052184365e+04,8.500644020898556846e+03,2.219736537011979181e+03,5.238866622661221299e+03,3.015016110848640437e+03
2.795000000000000000e+03,1.047704644994562477e+04,8.504485323211642026e+03,2.220125183151257261e+03,5.240650246622341001e+03,3.016271020172025601e+03
2.796000000000000000e+03,1.048043045751543832e+04,8.508325111418593224e+03,2.220486082545357931e+03,5.242392984704427363e+03,3.017551390265653026e+03
2.797000000000000000e+03,1.048379881797330563e+04,8.512185579070295717e+03,2.220839485389266883e+03,5.244118240778675499e+03,3.018841091805360520e+03
2.798000000000000000e+03,1.048711864651721226e+04,8.516045945318521262e+03,2.221199078367181755e+03,5.245837755426719013e+03,3.020081812723313305e+03
2.799000000000000000e+03,1.049046055709273423e+04,8.519879885770640612e+03,2.221569832714025779e+03,5.247564066359858771e+03,3.021326658018849230e+03
2.800000000000000000e+03,1.049380922074192495e+04,8.523699909775737979e+03,2.221905562745847874e+03,5.249277583404956204e+03,3.022626074591121323e+03
2.801000000000000000e+03,1.049718324512700565e+04,8.527426940849205494e+03,2.222237459181596478e+03,5.250991958726570374e+03,3.023953827218836523e+03
2.802000000000000000e+03,1.050053071042776719e+04,8.531181407170230159e+03,2.222584211193172450e+03,5.252685285355351880e+03,3.025261213879240131e+03
2.803000000000000000e+03,1.050384314924108730e+04,8.535003297385548649e+03,2.222943458150394235e+03,5.254373911592266268e+03,3.026525779498427255e+03
2.804000000000000000e+03,1.050717069138946317e+04,8.538829783822166064e+03,2.223305396763712452e+03,5.256089951273169390e+03,3.027775343352580421e+03
2.805000000000000000e+03,1.051051096005380350e+04,8.542665507309158784e+03,2.223625830537861475e+03,5.257818468258932626e+03,3.029066661257012129e+03
2.806000000000000000e+03,1.051385777319623594e+04,8.546513852614931238e+03,2.223948484355729761e+03,5.259554642783688905e+03,3.030354646056813635e+03
2.807000000000000000e+03,1.051724591503742704e+04,8.550412713351697676e+03,2.224307127144481910e+03,5.261324023279235917e+03,3.031614764613709667e+03
2.808000000000000000e+03,1.052068450533381656e+04,8.554368564353722832e+03,2.224738330042156122e+03,5.263092413249670244e+03,3.032853762041991104e+03
2.809000000000000000e+03,1.052420800568935192e+04,8.558376511073678557e+03,2.225226171881461141e+03,5.264858879544821320e+03,3.034122954263069460e+03
2.810000000000000000e+03,1.052776748031496754e+04,8.562332272201640080e+03,2.225707984817523538e+03,5.266643743803282632e+03,3.035415751694162282e+03
2.811000000000000000e+03,1.053122641874142937e+04,8.566210810186263188e+03,2.226149710422247153e+03,5.268402799155537650e+03,3.036673909163643202e+03
2.812000000000000000e+03,1.053451786376097880e+04,8.570010037484820714e+03,2.226556578273361083e+03,5.270122405401928518e+03,3.037838880085689198e+03
2.813000000000000000e+03,1.053763254818413770e+04,8.573826355264791346e+03,2.226900176754366839e+03,5.271808291426829783e+03,3.038924080002941082e+03
2.814000000000000000e+03,1.054064200242367770e+04,8.577626388317950841e+03,2.227213614579920431e+03,5.273454923488520762e+03,3.039973464355236047e+03
2.815000000000000000e+03,1.054368103387148585e+04,8.581482281945929572e+03,2.227526403831868720e+03,5.275108868470776542e+03,3.041045761568840135e+03
2.816000000000000000e+03,1.054678475098713716e+04,8.585337324929760143e+03,2.227849703732465969e+03,5.276739386325154555e+03,3.042195660929512542e+03
2.817000000000000000e+03,1.054998740515659483e+04,8.589261963567210842e+03,2.228187406868626113e+03,5.278411042217712748e+03,3.043388956070255063e+03
2.818000000000000000e+03,1.055317057255989675e+04,8.593256040157679308e+03,2.228514814322202710e+03,5.280067895932326792e+03,3.044587862305364979e+03
2.819000000000000000e+03,1.055622411499732880e+04,8.597167353257516879e+03,2.228822432862245023e+03,5.281681862034853111e+03,3.045719820100231573e+03
2.820000000000000000e+03,1.055913559332372824e+04,8.600971939620145349e+03,2.229121686893475271e+03,5.283231116860684779e+03,3.046782789569569104e+03
2.821000000000000000e+03,1.056207377190103762e+04,8.604775663187141618e+03,2.229448358364779324e+03,5.284797691515845145e+03,3.047827722020411784e+03
2.822000000000000000e+03,1.056512222331641533e+04,8.608586600932141664e+03,2.229785223253226832e+03,5.286388752867913354e+03,3.048948247195275144e+03
2.823000000000000000e+03,1.056814270205064895e+04,8.612389085102178797e+03,2.230088514991671218e+03,5.287964781050900456e+03,3.050089406008075002e+03
2.824000000000000000e+03,1.057114030819374238e+04,8.616182682141339683e+03,2.230381180678296005e+03,5.289521973953344968e+03,3.051237153562103231e+03
2.825000000000000000e+03,1.057425168064050376e+04,8.620073305661569975e+03,2.230712602077548127e+03,5.291134622928704630e+03,3.052404455634250553e+03
2.826000000000000000e+03,1.057732907410466214e+04,8.623941563040316396e+03,2.231050793894421531e+03,5.292753790712766204e+03,3.053524489497476679e+03
2.827000000000000000e+03,1.058036448484754146e+04,8.627778969059168958e+03,2.231326388466534809e+03,5.294405775114314565e+03,3.054632321266688905e+03
2.828000000000000000e+03,1.058338302982800087e+04,8.631574735362744832e+03,2.231559394756226084e+03,5.296067685276627344e+03,3.055755949795146989e+03
2.829000000000000000e+03,1.058640215487174828e+04,8.635449326402445877e+03,2.231734793204996095e+03,5.297743937505724716e+03,3.056923424161026105e+03
2.830000000000000000e+03,1.058938148984792861e+04,8.639333636355640920e+03,2.231887150744057635e+03,5.299427693322018968e+03,3.058066645781852458e+03
2.831000000000000000e+03,1.059230386875284967e+04,8.643166951480239732e+03,2.232026921879155907e+03,5.301101254252738727e+03,3.059175692620951395e+03
2.832000000000000000e+03,1.059523127940475388e+04,8.647019002336275662e+03,2.232172661349386999e+03,5.302793168246692403e+03,3.060265449808675839e+03
2.833000000000000000e+03,1.059818924932779555e+04,8.650811106538179956e+03,2.232371158404075686e+03,5.304413563691089621e+03,3.061404527232631153e+03
2.834000000000000000e+03,1.060119292479205978e+04,8.654587902190747627e+03,2.232578023234123521e+03,5.306013900213658417e+03,3.062601001344278302e+03
2.835000000000000000e+03,1.060418091620518317e+04,8.658429981116580166e+03,2.232768469568884939e+03,5.307599283035533517e+03,3.063813163600765620e+03
2.836000000000000000e+03,1.060712157800113710e+04,8.662252081841332256e+03,2.232990863727926808e+03,5.309124874267422456e+03,3.065005840005788286e+03
2.837000000000000000e+03,1.060997355659593995e+04,8.666004622061172995e+03,2.233212425995808644e+03,5.310620352934203765e+03,3.066140777665926635e+03
